dedup_key,sku,product_name,brand,product_url,price,currency,availability,pack_size,category_hierarchy,variant_skus,specifications,image_urls,alternative_products,description,source_url,scraped_at,extraction_method,run_id,content_hash,first_seen_at,last_updated_at
sku:PFWRG,PFWRG,Ossify Cortical Bone Sheet,Safco Dental,https://www.safcodental.com/product/ossify-sup-reg-sup-cortical-bone-sheet,149.49,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Bone grafting tissue augmentation"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/bone-grafting""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfwrg.jpg""]",[],"Ossify Bone Sheet is 100% laminar cortical bone that has been demineralized, which makes it flexible allowing it to be contoured, molded and trimmed. This enables it to be used as a membrane and can be screwed, tacked or sutured into place. It can be placed alone or in combination with particulate allograft to regenerate larger defects. It comes pre-hydrated and ready to use.",https://www.safcodental.com/product/ossify-sup-reg-sup-cortical-bone-sheet,2026-06-03T22:03:23.281772+00:00,json_ld,safco-dental-20260603-220305-7cbc75,2306c7c143f50c9bb62104eaf9af50c3a8dbead2afe4290001039b1f9d72d6a7,2026-06-03T22:03:06.066033+00:00,2026-06-03T22:03:23.294156+00:00
sku:PFLUN,PFLUN,Disposable scalpels - Integra Miltex,Safco Dental,https://www.safcodental.com/product/disposable-scalpels-integra-miltex,19.49,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Surgical blades and scalpels"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/surgical-blades-and-scalpels""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pflun.jpg""]",[],Sterile disposable scalpel; plastic handle with a stainless steel blade. Razor sharp for superior cutting and a clean incision.,https://www.safcodental.com/product/disposable-scalpels-integra-miltex,2026-06-03T22:03:23.993680+00:00,json_ld,safco-dental-20260603-220305-7cbc75,a0273e0a029497ad84beb59a8e7715ea79eef739003c5607f4122ba58d2aaf67,2026-06-03T22:03:06.067202+00:00,2026-06-03T22:03:24.005650+00:00
sku:PFPHJ,PFPHJ,Surgicel,Safco Dental,https://www.safcodental.com/product/surgicel-reg,111.0,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Surgical medicaments and packing"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/surgical-medicaments-and-packing""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfphj.jpg""]",[],"Sterile, shear-weave, absorbable hemostat used to control bleeding in tooth extractions and oral surgery. Produced from oxidized regenerated cellulose to ensure purity and consistency. Fully absorbable within 7-14 days. Strong yet flexible and malleable to conform to irregular surfaces; may be folded or cut to size.",https://www.safcodental.com/product/surgicel-reg,2026-06-03T22:03:25.552234+00:00,json_ld,safco-dental-20260603-220305-7cbc75,bd5d5402cca37ce43b5cf47f2265c32cf0ff0985bb3341ef534f1aca880ee730,2026-06-03T22:03:06.068357+00:00,2026-06-03T22:03:25.564821+00:00
sku:PFWRF,PFWRF,Ossify DBM Cortical Fiber Bone Graft,Safco Dental,https://www.safcodental.com/product/ossify-sup-reg-sup-dbm-cortical-fiber-bone-graft,121.49,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Bone grafting tissue augmentation"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/bone-grafting""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfwrf.jpg""]",[],"Ossify DBM Fiber is a next generation bone allograft composed of interwoven demineralized cortical bone fibers. It is configured both by itself and with the addition of 1-1.5mm mineralized cancellous particles. This unique allograft provides an ideal scaffold for bone formation with its extremely high surface area and its optimum shape conforming properties, making it highly osteoconductive. In addition, it has great osteoinductive potential due to the specialized demineralized process. The graft hydrates very uniformly with PRP, blood or saline for maximum handling. It can be used in a variety of surgical applications, including socket grafting, GBR, sinus augmentation, and other bone grafting procedures.",https://www.safcodental.com/product/ossify-sup-reg-sup-dbm-cortical-fiber-bone-graft,2026-06-03T22:03:26.038439+00:00,json_ld,safco-dental-20260603-220305-7cbc75,67c6d26864d33d8255c1a04d70e8f71e0b0f994f24f1232f72ff5b3ceba04c9b,2026-06-03T22:03:06.069406+00:00,2026-06-03T22:03:26.054142+00:00
sku:PFLUG,PFLUG,Disposable scalpels - Bard-Parker (BD),Safco Dental,https://www.safcodental.com/product/disposable-scalpels-bard-parker-bd,18.99,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Surgical blades and scalpels"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/surgical-blades-and-scalpels""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pflug.jpg""]",[],"Sterile disposable scalpel with a stainless steel blade. Intended for tissue separation, and other procedures that require a sharp surgical blade to puncture or cut. Offers the superior cutting advantages of stainless steel technology. Consistent sharpness, control and strength. Uniquely packaged for safety and ease of use. Sterile. Not made with natural rubber latex",https://www.safcodental.com/product/disposable-scalpels-bard-parker-bd,2026-06-03T22:03:26.514256+00:00,json_ld,safco-dental-20260603-220305-7cbc75,838bfbb35b0e0c08101e88c48d457baf7ddb1680515f9a9556eef3e9d5e1759f,2026-06-03T22:03:06.070407+00:00,2026-06-03T22:03:26.527272+00:00
sku:DRCDM,DRCDM,Compac Nitrile,Safco Dental,https://www.safcodental.com/product/compac-nitrile,8.49,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/c/r/cranberry-compac-nitrile-front-facing-100-box_1.jpg""]",[],"Compac™ By The Cuff® Nitrile Powder Free Exam Gloves feature innovative dispensing technology designed to reduce cross-contamination, minimize glove waste, and improve operatory efficiency.",https://www.safcodental.com/product/compac-nitrile,2026-06-03T22:03:35.450704+00:00,json_ld,safco-dental-20260603-220305-7cbc75,f15ec3500ea4e081b0f6d9cab21d6dcb3538d980a407bd2b0478bddca4e60b89,2026-06-03T22:03:06.645278+00:00,2026-06-03T22:03:35.463373+00:00
sku:DRCCA,DRCCA,Crave,Safco Dental,https://www.safcodental.com/product/crave-trade,24.49,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg""]",[],Powder-free nitrile exam glove with lanolin and Vitamin E. Textured fingertip finish Beaded cuff Non-chlorinated Ambidextrous Blue color Vitamin E and lanolin coated Thickness: at palm 3.5 mils; at fingertip 3.8 mils 200 gloves per box Order 10 boxes to purchase a case,https://www.safcodental.com/product/crave-trade,2026-06-03T22:03:36.191837+00:00,json_ld,safco-dental-20260603-220305-7cbc75,49ec602b0f7c48c73ee3bf8d6886bee0cf454d1cc044173e2eb7afebdb717b9c,2026-06-03T22:03:06.646505+00:00,2026-06-03T22:03:36.203881+00:00
sku:DRCDK,DRCDK,Alasta Pro,Safco Dental,https://www.safcodental.com/product/alasta-pro,28.49,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg""]",[],"Make glove changes faster and easier with Alasta® PRO nitrile dental exam gloves, featuring innovative Glide Assist™ technology that helps you slide into gloves effortlessly — even with damp hands. Designed for dental professionals, the Soft Fit™ formulation provides a comfortable, form-fitting feel that enhances dexterity during procedures. The professional medical blue color offers a clean, clinical look that complements any operatory setting. Alasta® PRO gloves are fentanyl-tested and chemo-approved, ensuring trusted protection for use in high-risk or clinical dental environments. Each box contains 200 premium nitrile gloves, offering exceptional value and efficiency for busy dental practices.",https://www.safcodental.com/product/alasta-pro,2026-06-03T22:03:36.993033+00:00,json_ld,safco-dental-20260603-220305-7cbc75,822f14797818452c5321f7644062aabb4b7e4040908fb70a848ebe5775e3249c,2026-06-03T22:03:06.647527+00:00,2026-06-03T22:03:37.005186+00:00
sku:DRCDL,DRCDL,Halyard Black Nitrile,Safco Dental,https://www.safcodental.com/product/halyard-black-nitrile,8.29,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdl.jpg""]",[],"HALYARD* Black Nitrile Exam Gloves deliver dependable protection and professional performance for dental professionals. Perfect for clinical and hygiene procedures, these nitrile gloves provide excellent tactile sensitivity and a secure grip with textured fingertips for confident instrument handling. The sleek black color conceals stains, maintaining a clean, modern look in any dental setting. Each box contains 100 gloves in a SMARTPULL* Dispenser designed to reduce waste, improve efficiency, and save valuable operatory space.",https://www.safcodental.com/product/halyard-black-nitrile,2026-06-03T22:03:38.729005+00:00,json_ld,safco-dental-20260603-220305-7cbc75,9cb049864b49565603275678954e2f053f24f5ca1ad6f8def9884d4e246a7c3e,2026-06-03T22:03:06.648544+00:00,2026-06-03T22:03:38.741391+00:00
sku:DRCDJ,DRCDJ,Safco Nitrilex Soothe,Safco Dental,https://www.safcodental.com/product/safco-nitrilex-soothe,15.99,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdj.jpg""]",[],"Powder-free nitrile exam gloves. Our reliably strong and thin nitrile glove, but now with a colloidal oatmeal coating. This is specifically formulated to lock in moisture, giving your skin a chance to rehydrate from handwashing. Designed to soften your skin and soothe itching, our anti-inflammatory properties make our Safco Nitrilex Soothe perfect for clinicians with dry skin, returning your hands to their natural PH balance. Made in Malaysia Textured fingertip finish Beaded cuff Non-chlorinated Ambidextreous Chemotherapy drug tested per ASTM D6978 Robin Egg Blue color Moisturizing anti-irritant and anti-inflammatory colloidal oatmeal coated Thickness: at palm 2.5 mils; at fingertip 3.3 mils To purchase a full case, please order as qty of 10",https://www.safcodental.com/product/safco-nitrilex-soothe,2026-06-03T22:03:39.156202+00:00,json_ld,safco-dental-20260603-220305-7cbc75,e9e8dd8a0104b18309c54f23a64adb51c1c695ea9bfbc42723df13dc145460d6,2026-06-03T22:03:06.649688+00:00,2026-06-03T22:03:39.169146+00:00
sku:DRCDI,DRCDI,Black Maxx,Safco Dental,https://www.safcodental.com/product/black-maxx-sup-reg-sup,28.49,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg""]",[],Powder-free nitrile exam gloves. Proprietary inner coating helps gloves glide on damp hands easily. Textured fingertip finish Beaded cuff Ambidextrous Black color Polymer coated Thickness: at palm 2.8 mils; at fingertip 3.9 mils Order 10 boxes to purchase a case,https://www.safcodental.com/product/black-maxx-sup-reg-sup,2026-06-03T22:03:39.881334+00:00,json_ld,safco-dental-20260603-220305-7cbc75,f610a09306db13ca61e278edccc1bb6b00036c8b407a4799779361f20240eb40,2026-06-03T22:03:06.651141+00:00,2026-06-03T22:03:39.894251+00:00
sku:DRCDH,DRCDH,GloveUp,Safco Dental,https://www.safcodental.com/product/gloveup-sup-reg-sup,38.49,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdh.jpg""]",[],Powder-free nitrile exam gloves. Textured fingertip finish Beaded cuff Ambidextrous Cobalt color Thickness: at palm 1.9 mils; at fingertip 3.1 mils Order 10 boxes to purchase a case,https://www.safcodental.com/product/gloveup-sup-reg-sup,2026-06-03T22:03:40.049429+00:00,json_ld,safco-dental-20260603-220305-7cbc75,c87c604828b3f4cd6d62b9d198e9d6f6898a578db7a30b7d7723df0587c372e9,2026-06-03T22:03:06.652634+00:00,2026-06-03T22:03:40.061334+00:00
sku:DRCDG,DRCDG,Bio Nitrile,Safco Dental,https://www.safcodental.com/product/bio-nitrile-sup-reg-sup,29.99,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdg.jpg""]",[],BioNitrile gloves are made with advanced biodegradable materials that break down 90% in less than 1.5 years. This reduces permanent waste and means less greenhouse gas emissions. Textured fingertip finish Beaded cuff Ambidextrous Blue color Thickness at palm 2.0 mils Thickness at fingertip 2.2 mils 300 gloves per box (250 size XL) Order 10 boxes to purchase a case.,https://www.safcodental.com/product/bio-nitrile-sup-reg-sup,2026-06-03T22:03:41.704527+00:00,json_ld,safco-dental-20260603-220305-7cbc75,336d62dade8286c1a06bb11997f34d4a43daef17805fe9440953d24a7b40179f,2026-06-03T22:03:06.653919+00:00,2026-06-03T22:03:41.716600+00:00
sku:DRCDE,DRCDE,Quantum Blue,Safco Dental,https://www.safcodental.com/product/quantum-blue,8.59,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcde.jpg""]",[],"Powder-free nitrile exam gloves. The soft and stretchy formulation of the Quantum Blue Nitrile Exam Glove provides for an exceptional fit and feel. Nonstick interior makes donning a breeze, even with damp hands. Micro-textured outer surface allows superior gripping of instruments. The super soft and stretchy formulation mimics the fit and feel of latex. Quantum Blue exam gloves are highly puncture and chemical resistant. Super soft and stretchy Non-stick inner surface Fit: Ambidextrous 4.0 MIL thick Length: 9.5"" Beaded cuff Micro-textured outer surface Color: Vibrant blue Industries: Dental, veterinarian, mortuary, cleaning, tattoo Case Pack: 100 gloves per box, 10 boxes per case Formerly called Cobalt Blue",https://www.safcodental.com/product/quantum-blue,2026-06-03T22:03:42.270149+00:00,json_ld,safco-dental-20260603-220305-7cbc75,f3a8f211e6ed709b9dfde57047184fa9aa9360183ade757c6789c499a5a42a42,2026-06-03T22:03:06.655018+00:00,2026-06-03T22:03:42.282617+00:00
sku:DRCDD,DRCDD,PowerForm Black,Safco Dental,https://www.safcodental.com/product/powerform-black,16.49,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdd.jpg""]",[],"Powder-free nitrile exam gloves. Protect hands and the environment with a biodegradable single-use exam glove that combines performance, durability and tactile sensitivity for critical tasks. EcoTek® Biodegradability Technology accelerates landfill breakdown without any performance loss. Tear-resistant beaded cuff Fully textured Consistent thickness for greater dexterity and tactile sensitivity Silicone-free for critical environments Clean processing technology reduces potential skin irritation Black color 5.0 mil. thickness 1.5 AQL exceeds laboratory standards 100 gloves per box Order 10 boxes to purchase a case.",https://www.safcodental.com/product/powerform-black,2026-06-03T22:03:42.812298+00:00,json_ld,safco-dental-20260603-220305-7cbc75,ebdaa864aa7ec5b90167ea93edc6e18d4d00b8578db79f50f2007d88ebe2321e,2026-06-03T22:03:06.656395+00:00,2026-06-03T22:03:42.824003+00:00
